,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
hr_pca0,0.0,-0.010394759243860446,0.0,0.01928110644327624,0.031907978130454706,-0.02391895570358284,0.028978529402306476,0.008796371560198512,0.0,-0.0002067673564483239,0.0,0.0,0.0,0.0,0.0,0.012071485494144827,0.011598768667630887,-0.02058105367609746,0.0,-0.03138334773237496
hr_pca1,0.0,-0.10635612715599464,-0.06878168091425009,0.0,-0.046878329920299514,0.0,0.0,-0.05656922000512888,0.0,-0.002172703493063426,0.0,0.0,0.0,-0.0464937485908202,0.0,0.0,0.0,0.0,0.0,0.0
hr_pca2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hr_pca3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hr_pca4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resp_pca0,-0.03917657036686054,-0.012148322780346625,-0.05768621966201766,-0.00908040263741775,0.0,-0.04854175403222513,-0.0127124254835999,-0.04290380702317132,-0.010218601701179027,-0.06592437651537468,0.0,-0.02977589512264233,-0.049701961727432055,-0.08021114774402141,-0.02203180045536262,-0.017146091613232776,0.0,-0.0383522332638994,-9.264176044974661e-05,-0.014654961858110514
resp_pca1,0.0,0.0,0.008049997382222571,-0.004410240213456707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resp_pca2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08779638568172282,0.0,0.0,0.0,0.0,0.0,0.0
resp_pca3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resp_pca4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sao2_pca0,-0.04687273081678037,-0.06320756073154628,-0.05281985191504029,-0.09803436333493712,-0.0172454171587475,-0.03798552000876237,-0.0362736189902962,-0.0009635916885158513,0.0,0.0,0.0,0.0,-0.005436568697579855,-0.032821678934265505,-0.00986765751736939,-0.04496944202146461,-0.022163667512181524,-0.004774523006403819,0.0,0.0
sao2_pca1,-0.0062716433828627445,0.0,-0.0073862628227561716,-0.0543651804206297,0.0,0.0,0.0,0.0,0.0,-0.047075514671543105,0.0,-0.026013584836459002,0.0,0.0,0.0,0.0,0.0,-0.08124904678306878,-0.012588622034295869,0.0
sao2_pca2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sao2_pca3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03762368032884824,0.0,0.0
sao2_pca4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gcs_pca0,-0.3074541915463152,-0.23863509910304007,-0.30074757213019826,-0.24285416259498002,-0.23754551392563072,-0.30533898528634174,-0.33141110602006185,-0.23925855321729897,-0.2669242374133795,-0.31752607025427615,-0.20109423166418716,-0.24607473595201917,-0.2845261033326282,-0.2660212962211971,-0.24096526323545514,-0.26450147977911553,-0.243368614457892,-0.23633717863130152,-0.29236282559410676,-0.23303408424445898
gcs_pca1,0.0,0.0,0.0,0.0,0.018560304925108566,-0.05446095260631159,0.0,0.0,0.0,0.05195014268328464,0.0,0.0,0.0,0.0,0.008778227408016823,0.0,0.0,0.0,0.0,0.0
gcs_pca2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gcs_pca3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gcs_pca4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lab_-basos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lab_-eos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lab_-lymphs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lab_-monos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lab_-polys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
