,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
hr_pca0,0.0,-0.03640524865184161,-0.022160879064388798,-0.00428329697692075,0.0,0.0,0.0,0.025457347812084717,0.0,-0.02136936056875595,0.0,0.0,0.0,0.039547238531766754,0.02215140491452044,-0.02695684244850989,0.0,-0.005076043012366738,0.022130571902014232,0.0
hr_pca1,0.0,-0.11288542559332931,-0.03742177875556775,0.0,0.0,0.0,0.0,-0.018043213066670255,0.0,0.0,0.0,-0.013813873554308579,-0.011096109730165732,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hr_pca2,0.0,-0.10563767959266744,-0.0757561636974398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.033312872242541244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hr_pca3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hr_pca4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resp_pca0,0.0,-0.046334131489018805,-0.04276763297465755,0.0,-0.036387719160635115,0.0,-0.007109118349568183,-0.05984926761324619,0.0,-0.058540445323616776,-0.06346157518955373,-0.0318766752150454,-0.050705903931701934,-0.037695751459626774,-0.09197883399748617,-0.0012886190679503259,-0.021715939079087185,-0.0054608932895988,-0.0111826064216554,0.0
resp_pca1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01124818997405989,0.0,0.0,0.0,0.0,0.0,0.02591779779610842,0.0
resp_pca2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resp_pca3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resp_pca4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sao2_pca0,0.0,0.0029274598863742256,-0.027652934844590353,0.0,0.0,0.0,-0.04794802821661226,-0.04408604908236083,-0.00015936102460497605,-0.017339777278446652,-0.025075792242377732,-0.014828179498097544,-0.030108271591537665,-0.011459583465895316,0.017818163638332513,-0.033447046385500966,-0.02619808026521447,0.0,-0.02866174689892267,-0.012455998570423517
sao2_pca1,0.0,0.0,0.0,-0.008612921331127768,0.0,0.0,-0.09139707255873146,-0.11293415778259781,0.0,-0.05315798915143271,-0.08534327592739502,-0.1350144330056707,-0.06590393655761939,0.00785405951557284,0.0,-3.3346159062942893e-05,0.0,-0.002291579419440956,0.0,0.04868734420475653
sao2_pca2,0.0,0.0,0.06858393783395182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sao2_pca3,0.0,0.027625798086803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sao2_pca4,0.0,-0.008046589795344276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
