,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
hr_pca0,0.0,-0.011819654740561182,-0.010992605508300765,0.0,-0.01994651078320993,-0.03875000037929854,0.0007058372223229297,-0.015407516826356228,-0.01314148783174793,-0.012818076540365486,-0.031725893080163776,-0.02786072517452505,-0.03516485285143625,-0.014985432535124675,-0.014241820497777061,-0.005035279782803546,0.006637741593186029,-0.010574192404528806,-0.005817303459500486,-0.02108013476863364
hr_pca1,0.0,0.0013869015909496426,0.12266088140409163,0.08701926303126456,-0.002110334166750188,0.07736439574576384,0.12882217727422388,0.0,0.04979796708424241,0.0714622577595325,0.11927490756644656,0.07183758852357809,0.13884964548549228,0.06860371073565336,0.08885299633840496,-0.025996599769000997,-0.007285271144168227,0.04369048788359739,0.05272160095695553,0.030149212969991682
hr_pca2,0.0,-0.11825514893594678,0.016233542027917856,-0.01755989718877097,0.13771730943297333,0.10920278408921535,0.0,-0.01928951211062371,-0.09422424482439459,0.0,0.01124687517471979,0.0681963157135775,-0.021683952012765503,-0.08155738261567054,0.0,0.0,0.03695487400064219,0.0019466704817718535,-0.09450541867074808,0.03225496466026871
hr_pca3,-0.009229651396576645,-0.10291290293081487,-0.009243342066082277,0.1409485557984646,-0.24478107157520257,-0.018035210953435524,0.013188441474641271,0.07680796946563999,0.0,0.01891878349950461,0.19586426085275463,-0.07698645673466405,-0.12929060278779986,-0.00703346813877002,-0.012006504496864485,-0.10045851159123474,-0.010233693690283485,0.13070853994702178,0.05840506136410705,-0.09691433209741
hr_pca4,-0.45870309483170096,-0.3298445381446421,0.24029562021852355,-0.2992857273600409,-0.32864870463138046,-0.32316569163719616,-0.36071185382779525,-0.3636630364882273,-0.3723414748698558,0.2631326877679933,-0.09375866180677572,0.3422514172046207,-0.14096566116451664,-0.17756936362642456,-0.32360843709778364,-0.030904095252315075,-0.17787938186530244,-0.14162628026448204,-0.2388578866175865,-0.37330879174158554
resp_pca0,0.006327215042070419,0.0070544074225304156,0.025893304468047506,0.02522593685513921,0.009908039047332128,0.03678683834682637,0.047347082116541206,0.023323551042531653,0.01814731077970584,0.04971142358450879,0.02986288154296493,0.047385315951014105,0.04719328859784435,0.02130139469370116,-0.020859601117755165,0.023481725661899926,-0.014752760633826374,0.03220073889766903,0.027652711465250685,0.05379531009186081
resp_pca1,0.015417552795456996,0.0,0.013987906929148286,0.023342957214478887,-0.05158871568740008,0.06588866612369051,0.027813777095072066,-0.03497137995397574,0.008850232750079198,0.01764698995427763,0.043725648680882856,0.0,0.02872685630426135,0.0,0.02663291322103437,-0.10327335929751172,-0.02606485004598179,-0.01959982326251069,0.009101721009225818,0.0
resp_pca2,0.028899849229141572,0.013906175381466563,-0.0523246886595348,-0.08099435194248339,0.016064483579733613,-0.07383700744081897,-0.10320734206885773,0.009256884367037673,-0.048842405555927094,-0.11376525674648008,0.01221861939755375,-0.02658731383702266,-0.07518523674477463,-0.06688934254424442,0.037376483543899996,-0.006412286312667835,0.0,0.05383428194031357,0.03290696051854122,-0.17456624995204786
resp_pca3,0.010226374285153866,0.019611797693591164,-0.03309731892778846,0.05758580298070991,0.0,0.13366760886948803,0.1651409585245235,0.0649280963650858,0.11853598167856892,0.06620453637017248,0.06964689299440464,0.1247167777509074,0.0024107040019499307,0.026500217016176518,0.0,-0.012381306359712284,0.04110836241742254,0.11377512639722075,0.0,0.00945763153931342
resp_pca4,-0.05838854373903156,-0.026950891119620672,-0.11250916596834963,-0.03706000011274788,0.0,0.0771662907093182,-0.05530236868065268,-0.09930031715353918,-0.022995082507309243,0.0028561586072096564,-0.11438538812883485,0.022852600768609677,-0.07733157117036264,-0.08172602585747622,-0.07896032135067536,-0.07399419127873261,-0.056086335648345,-0.15626007609584808,0.0,0.08932329562390522
sao2_pca0,0.057169516398671426,0.07261972789658643,0.03190213212547576,0.05161732740229437,0.007088364273753814,0.06357346433154099,0.012687465984063907,0.00861384782954015,0.016577529860204356,-0.012602854444513594,0.025960255260584663,0.024099019500560002,0.016652097635632787,0.03807550573210572,0.06955915124719962,0.011461621468694965,0.03575044157766573,0.05271923634969064,0.048137727726487715,0.023125802212459794
sao2_pca1,0.019826760807753908,0.030593255397014452,0.0,-0.02980265112125566,0.024970978358225412,0.06883950838209257,0.017121808117838318,-0.0382446911834834,-0.0004820538250185786,0.025461340202130815,0.05789982694655821,-0.002075954303635319,0.01889455348678078,0.006126464748213462,-0.08220287677846891,-0.05962476955979235,0.05110692734407881,0.0009265917544066813,-0.03789140061359056,0.022454143569517665
sao2_pca2,-0.1811402651302418,-0.1420085270661734,-0.11538694976900266,-0.14874802910725887,-0.0804819284069377,-0.1815537347548231,-0.16521329111494404,-0.061103529515457375,-0.16514275670114584,0.1466371852046501,-0.18281465787545892,0.13978432701506904,-0.15310178400588073,-0.1072604204022182,-0.1605477412057448,0.25238287029792655,-0.12557155668718947,-0.21604559015521652,-0.20948510891026317,-0.18377198884801726
sao2_pca3,-0.04057962432838603,-0.0011701345977220984,-0.03765093886841362,0.25040100843121277,0.0,0.0,0.09047262959295892,0.0892503261930583,-0.14520427643673756,0.3124782984760975,0.06003643894130876,0.08051914257683847,0.0,0.1644509326619431,0.04977696259818704,0.12630569956824045,-0.04164405529605118,0.01238823676085202,0.12701061693244226,0.17314835629687142
sao2_pca4,0.10776831486330248,0.04600941265539398,0.03644912332399873,0.0,0.04637377900267177,0.01813033576723554,0.0,0.1119494850888415,-0.06845671868011288,0.0,0.04299518194601524,0.014569691159585701,0.04110301800125769,0.15055035486155943,0.0,0.0986006196127917,0.1387027009832483,0.12289024768332871,0.15022997947911282,0.08741415110547707
