,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
hr_pca0,-0.03897626168922593,-0.007481204057042656,0.01725058489109059,-0.013036448583989209,-0.042785462367059324,-0.021377262463246838,-0.026200798397144766,-0.013786228807303373,0.0005811931219636485,-0.020006370883260512,-0.0042651833115895325,-0.008172738863541924,-0.02651827253318608,-0.004407034725731505,0.0052524385436069285,-0.037720566293891436,0.0,-0.026579398474837746,-0.01186717397214464,-0.012891937604305516
hr_pca1,0.09535429426213367,0.16040652955845244,0.09396405087046063,0.07550005957803271,0.14901457702898546,0.03144926250975207,0.04717556242245359,0.04991742177420657,0.08895079023494183,0.09409693752484016,0.13609007075612384,-0.0216413609221105,0.13222925472732422,0.17340253429336194,0.06981592829209163,0.048740908096334586,0.035752873157083045,0.016182197566148724,0.12187770090567408,0.13499773303415283
hr_pca2,-0.09975519874663308,-0.09486203928392689,-0.05115032165637768,-0.0008364765933193524,-0.06970353652110117,-0.0352518074912014,0.0,-0.12043617200884867,-0.053036686582158925,-0.029341805987305875,-0.03922291531078457,-0.11535310936252369,-0.07939786868342864,-0.023271683752395612,-0.013853897024319231,-0.2092568223990001,0.0,-0.04781320271035512,-0.014805646985288634,0.024069588615928745
hr_pca3,-0.1346514209541097,-0.14926653022506436,-0.0997211949591748,0.18173270989494525,0.07452251308356748,-0.21553265249253117,-0.12138473724020488,-0.26884278057464134,-0.23583024638634983,-0.0576909746212867,0.049241914473334356,0.1711631076309885,-0.06177339200218953,-0.18790065340380144,-0.011720788011926145,0.1524855330771269,-0.08021864575393871,0.11006423312565074,-0.11610319493213857,-0.134343757547198
hr_pca4,-0.4069664319131895,-0.23486846573865508,-0.10628532459436763,-0.11014283351982937,-0.16734178924033166,-0.22836655930940222,-0.15867310475917762,-0.23850198011405788,-0.36847522136455757,-0.3002469186357793,-0.18020967269580992,-0.046340606816889895,-0.20141234090729904,-0.25769331311307264,-0.2500585411023249,-0.42458674300074445,-0.10548563058983569,-0.25885453915058654,-0.02051285137403567,-0.3203993182814833
resp_pca0,0.06473985720211216,0.04690589436527474,0.04270475664534833,0.026146024893219454,0.060042554621414966,0.0065065650566060885,0.005657898463792211,0.014230646723787405,0.030087526138478943,0.0694375824696044,0.0028912088138822677,0.023977197344600857,0.061525427262693395,0.04301216695810016,0.0690162353844068,0.041602500825102674,0.02187272346520732,0.03540455950336504,0.040130336263449994,0.020287740351072135
resp_pca1,-0.06298407454748746,-0.042694205876884994,0.013301235222942676,0.0911749121997126,-0.013392273294142505,-0.05938977685113546,0.06183376021287185,0.0,-0.0717834041269392,-0.0035083831930978085,0.07221859270283575,-0.06781270337862798,-0.03044225964203202,0.05281281256096912,-0.042640723902373945,0.05805453914962967,-0.016534791649724594,-0.019374347572447038,0.008385507365667065,-0.02653443592452041
resp_pca2,0.09584321487097468,-0.13732879864244485,0.0017954366146577185,-0.07754035725783032,-0.025893160312843125,0.010029156444544563,0.0,-0.002256736632064556,0.014634131048273127,0.03927570806556725,0.12474583593894657,-0.06830192751217484,0.01890410333054585,-0.05084871321024552,-0.06476665861786354,0.02606756843832146,0.0,0.0,-0.0029444225046026495,0.11957206838614906
resp_pca3,0.11355434114089265,0.11652754636940466,0.10652569218636233,0.046764665612971615,0.03981021399112565,0.1733502700258577,0.0385791482539903,0.19100555533585195,0.17437441871567635,0.15094559913598765,0.17913991193566042,0.07544487728653955,0.0,0.1973568359405828,0.07210383266674918,0.23858928435793025,0.04645563398140247,0.04322787676485015,0.10367355094910204,0.19532511658694487
resp_pca4,-0.17839771303239021,-0.006893042753662437,-0.045950454987736714,-0.07714202120172907,-0.07167770666495854,-0.14610273031898258,-0.1371617109469165,-0.2706516480962735,-0.016830386384881324,0.010772326169054675,0.1430948177559838,-0.25733878707982105,-0.03023676234931011,-0.12460682159971156,-0.0001521144332126026,0.0,-0.038758443575584875,-0.018381613058975815,-0.14736868963290575,-0.0019391962520058925
