,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
hr_pca0,0.0,0.007412333562942552,0.0,0.016168316094188076,0.0,0.018121752287945096,0.0,0.0,0.031453284859945536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020208586165569097,-0.014146841333696817,0.007511027738228428
hr_pca1,-0.009728227900531895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hr_pca2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032108889299890925,0.0,0.0,0.0,0.0
hr_pca3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hr_pca4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resp_pca0,0.0,-0.032108907019361074,-0.004887255276546237,-0.05258419230185803,-0.023854968389107233,-0.006023762183229733,0.0,-0.01700002050180916,-0.01455567730277612,0.0,-0.00025629274192685733,-0.010896343401236188,-0.04385873268367606,-0.06960518016443192,0.0,0.0,-0.032581378740374714,-0.06267797779488757,0.0,-0.029438054720365675
resp_pca1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resp_pca2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004476835674480426,0.0,0.0
resp_pca3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resp_pca4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sao2_pca0,-0.09545930794109651,-0.05164235934007169,0.006933571581798823,-0.028133016295436155,0.0,-0.0028147501988149554,0.0,-0.01646730072894139,-0.011832446809544615,-0.033650909283492715,0.0,-0.023774375361251963,-0.030796333970421603,0.0,-0.001338627145985462,-0.027459475421238798,0.0,-0.04069757256677154,-0.04298351137385126,-0.05057529598747376
sao2_pca1,0.0,0.0,-0.023233828699134887,0.0,-0.018464608639641618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03694351454259751,-0.12896952798052802,0.0,-0.017068194272429456,0.0,-0.04700948624169554,0.0,0.0
sao2_pca2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004410934658720041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sao2_pca3,0.0,0.0,-0.0238648543776802,0.0,0.0,0.0,0.0,0.0,0.0,0.09983317933315203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sao2_pca4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gcs_pca0,-0.2487584133447987,-0.3256258308950317,-0.31116054193788506,-0.28697020305039656,-0.2636031387098328,-0.2546647311161908,-0.2376804513451917,-0.27869485177808917,-0.24396833106235996,-0.24218218174278133,-0.21779736800512345,-0.21565698015288515,-0.25746032270585867,-0.2897743228599497,-0.2547587682948425,-0.24325928924087026,-0.2601098159612252,-0.253993659379121,-0.2866663453732878,-0.2517915750308423
gcs_pca1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12810045780550067,0.0,0.0,0.0,0.0,0.0,0.007817974746579,0.0,0.0
gcs_pca2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051565818664525784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gcs_pca3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gcs_pca4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lab_-basos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lab_-eos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lab_-lymphs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lab_-monos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lab_-polys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lab_ALT (SGPT),0.0,0.0,0.0,0.013039997053460317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lab_AST (SGOT),0.0,0.0,0.0,0.0,0.0,0.050410433169555444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lab_BUN,-0.06244994928011727,0.0,-0.10936797992913197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1103449932223099,0.0,0.0,0.0,0.0,0.0,0.0
lab_Base Excess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
